0.093930, 0.039890, 0.460867, 0.429759, bcc
0.097422, 0.101930, 0.485177, 0.417155, hcp
0.079905, 0.038967, 0.425750, 0.390425, bcc
0.136803, 0.083713, 0.473925, 0.420477, hcp
0.093016, 0.096532, 0.450930, 0.433446, hcp
0.120751, 0.088590, 0.469222, 0.415865, hcp
0.067747, 0.041396, 0.359880, 0.414185, bcc
0.084072, 0.081019, 0.427342, 0.451459, hcp
0.096149, 0.040877, 0.417898, 0.412798, bcc
0.110171, 0.072408, 0.442798, 0.420462, hcp
0.131503, 0.087055, 0.427030, 0.399834, hcp
0.107107, 0.074142, 0.470736, 0.417197, hcp
0.097112, 0.081002, 0.526702, 0.425829, hcp
0.089629, 0.072186, 0.494993, 0.427627, hcp
0.083251, 0.079648, 0.396080, 0.389677, hcp
0.100409, 0.084487, 0.420380, 0.429179, hcp
0.105847, 0.080585, 0.469844, 0.446815, hcp
0.074028, 0.032597, 0.421478, 0.363938, bcc
0.114711, 0.069779, 0.481060, 0.386980, hcp
0.095152, 0.049682, 0.466994, 0.409284, bcc
0.101527, 0.083419, 0.440491, 0.436530, hcp
0.074874, 0.043945, 0.418119, 0.388740, bcc
0.122044, 0.071659, 0.449656, 0.423742, hcp
0.111160, 0.023097, 0.438850, 0.397966, bcc
0.142839, 0.110910, 0.408737, 0.429031, hcp
0.122790, 0.081763, 0.441447, 0.424183, hcp
0.105483, 0.031755, 0.416947, 0.404958, bcc
0.109292, 0.074835, 0.440843, 0.426405, hcp
0.133325, 0.083806, 0.450742, 0.400443, hcp
0.113048, 0.093757, 0.400035, 0.432712, hcp
0.124727, 0.081026, 0.457626, 0.415758, hcp
0.145212, 0.034297, 0.442329, 0.412497, bcc
0.135307, 0.085428, 0.461098, 0.447319, hcp
0.089070, 0.072220, 0.444741, 0.403939, hcp
0.090782, 0.082774, 0.466691, 0.400822, hcp
0.099929, 0.087810, 0.396472, 0.431714, hcp
0.084521, 0.038485, 0.487913, 0.449648, bcc
0.092857, 0.086380, 0.481429, 0.454840, hcp
0.123374, 0.080866, 0.422842, 0.423243, hcp
0.071327, 0.086954, 0.463737, 0.434820, hcp
0.108845, 0.097501, 0.454374, 0.415821, hcp
0.120053, 0.033900, 0.367324, 0.388890, bcc
0.122238, 0.037608, 0.431205, 0.441262, bcc
0.122856, 0.046656, 0.489173, 0.419593, bcc
0.116186, 0.078158, 0.415464, 0.397378, hcp
0.064939, 0.077495, 0.462204, 0.418189, hcp
0.117573, 0.018021, 0.465734, 0.407609, bcc
0.096479, 0.078573, 0.436609, 0.415113, hcp
0.092780, 0.082946, 0.459850, 0.409514, hcp
0.120346, 0.033822, 0.425934, 0.379163, bcc
0.110797, 0.093141, 0.497859, 0.442900, hcp
0.067749, 0.076361, 0.476304, 0.414398, hcp
0.117308, 0.086208, 0.447396, 0.444274, hcp
0.118236, 0.071369, 0.415296, 0.394182, hcp
0.092112, 0.093816, 0.488072, 0.428319, hcp
0.126358, 0.090151, 0.437043, 0.426887, hcp
0.089045, 0.077026, 0.437990, 0.415518, hcp
0.131059, 0.086118, 0.444265, 0.416579, hcp
0.116512, 0.080031, 0.514859, 0.434461, hcp
0.125062, 0.088428, 0.449575, 0.423344, hcp
0.106293, 0.090304, 0.422399, 0.415582, hcp
0.077217, 0.042945, 0.446072, 0.374062, bcc
0.085117, 0.045214, 0.436487, 0.417885, bcc
0.089699, 0.086959, 0.457938, 0.433654, hcp
0.151930, 0.086613, 0.420593, 0.429337, hcp
0.122327, 0.077390, 0.457529, 0.411853, hcp
0.113157, 0.083981, 0.446656, 0.391301, hcp
0.120256, 0.090773, 0.416065, 0.413437, hcp
0.135057, 0.073190, 0.440220, 0.421232, hcp
0.130357, 0.076956, 0.471246, 0.441573, hcp
0.097434, 0.038139, 0.449053, 0.398467, bcc
0.092986, 0.074945, 0.401018, 0.439569, hcp
0.108796, 0.086270, 0.421149, 0.414034, hcp
0.111711, 0.088196, 0.417213, 0.434244, hcp
0.095651, 0.080833, 0.414737, 0.430238, hcp
0.066466, 0.061497, 0.478465, 0.384819, bcc
0.099111, 0.086058, 0.447912, 0.393576, hcp
0.121836, 0.096090, 0.449957, 0.438005, hcp
0.089543, 0.090503, 0.437922, 0.408679, hcp
0.106525, 0.087008, 0.432454, 0.399413, hcp
0.096784, 0.080903, 0.463550, 0.415175, hcp
0.079091, 0.077897, 0.487664, 0.449261, hcp
0.039582, 0.015340, 0.422909, 0.390892, bcc
0.082419, 0.078326, 0.447589, 0.405928, hcp
0.116497, 0.070691, 0.497013, 0.416217, hcp
0.126727, 0.086966, 0.478164, 0.416038, hcp
0.085125, 0.025235, 0.379926, 0.419044, bcc
0.133331, 0.082751, 0.446392, 0.440120, hcp
0.049865, 0.096049, 0.435297, 0.432099, hcp
0.069337, 0.018786, 0.477160, 0.420642, bcc
0.113341, 0.063835, 0.441021, 0.422653, hcp
0.059544, 0.078873, 0.395339, 0.412600, hcp
0.084023, 0.088145, 0.506906, 0.389832, hcp
0.116734, 0.039915, 0.424454, 0.418767, bcc
0.089164, 0.086012, 0.487699, 0.419594, hcp
0.084363, 0.069816, 0.470205, 0.432973, hcp
0.071377, 0.047532, 0.423976, 0.404097, bcc
0.041694, 0.021550, 0.442235, 0.443619, bcc
0.124485, 0.082635, 0.467416, 0.408062, hcp
0.085544, 0.076487, 0.467330, 0.418088, hcp
0.093093, 0.074733, 0.436372, 0.446649, hcp
0.114634, 0.081148, 0.458552, 0.409645, hcp
0.091409, 0.090865, 0.391739, 0.416881, hcp
0.090386, 0.095633, 0.372878, 0.430636, hcp
0.128087, 0.103882, 0.462996, 0.410726, hcp
0.089132, 0.083120, 0.415994, 0.439256, hcp
0.106623, 0.084137, 0.491578, 0.396718, hcp
0.106448, 0.028862, 0.401123, 0.393736, bcc
0.114961, 0.097793, 0.471855, 0.414433, hcp
0.093168, 0.066704, 0.450098, 0.407125, hcp
0.115356, 0.105593, 0.420837, 0.410309, hcp
0.083589, 0.093067, 0.440713, 0.393987, hcp
0.077988, 0.088084, 0.380624, 0.395930, hcp
0.092658, 0.029190, 0.448488, 0.394690, bcc
0.132394, 0.081609, 0.420142, 0.421715, hcp
0.105424, 0.077556, 0.449967, 0.416476, hcp
0.086902, 0.051215, 0.465699, 0.396676, bcc
0.133365, 0.079306, 0.444220, 0.413371, hcp
0.091224, 0.080017, 0.503373, 0.426870, hcp
0.128341, 0.032646, 0.463792, 0.435418, bcc
0.129013, 0.092624, 0.467801, 0.427006, hcp
0.097787, 0.024822, 0.400492, 0.381700, bcc
0.118740, 0.091114, 0.390771, 0.401938, hcp
0.118380, 0.081630, 0.518095, 0.450984, hcp
0.094088, 0.095386, 0.434184, 0.410233, hcp
0.095445, 0.066021, 0.489613, 0.438311, hcp
0.091628, 0.085696, 0.428236, 0.385450, hcp
0.103043, 0.093571, 0.441491, 0.439255, hcp
0.096362, 0.015648, 0.461885, 0.398821, bcc
0.142180, 0.080108, 0.471703, 0.418719, hcp
0.092541, 0.079772, 0.381072, 0.433935, hcp
0.108414, 0.040226, 0.443696, 0.422289, bcc
0.077969, 0.030987, 0.453555, 0.422818, bcc
0.107542, 0.086061, 0.458614, 0.433113, hcp
0.119044, 0.070540, 0.450820, 0.421917, hcp
0.089153, 0.085267, 0.398502, 0.426330, hcp
0.105264, 0.034118, 0.398078, 0.385260, bcc
0.111927, 0.090165, 0.465500, 0.442355, hcp
0.120516, 0.077318, 0.415283, 0.418993, hcp
0.141807, 0.104991, 0.485784, 0.395081, hcp
0.061832, 0.030606, 0.398069, 0.441642, bcc
0.139821, 0.071150, 0.422960, 0.430026, hcp
0.096877, 0.081258, 0.465163, 0.396894, hcp
0.118797, 0.031295, 0.427474, 0.385688, bcc
0.121207, 0.090467, 0.407592, 0.410435, hcp
0.125808, 0.081672, 0.486651, 0.432722, hcp
0.116052, 0.083594, 0.390801, 0.415341, hcp
0.061101, 0.041918, 0.486013, 0.455463, bcc
0.107813, 0.081416, 0.433177, 0.411500, hcp
0.135483, 0.093070, 0.443447, 0.427962, hcp
0.134209, 0.078454, 0.433189, 0.432241, hcp
0.079894, 0.038675, 0.382828, 0.404891, bcc
0.109733, 0.093798, 0.449434, 0.426478, hcp
0.130603, 0.042023, 0.506489, 0.402958, bcc
0.134772, 0.088250, 0.427667, 0.427178, hcp
0.094016, 0.039950, 0.490833, 0.377842, bcc
0.112432, 0.071874, 0.477170, 0.392878, hcp
0.123232, 0.040903, 0.415283, 0.419622, bcc
0.125660, 0.080441, 0.412439, 0.385023, hcp
0.138662, 0.087654, 0.426946, 0.423130, hcp
0.101507, 0.086018, 0.511161, 0.426716, hcp
0.119305, 0.110375, 0.431898, 0.425366, hcp
0.122743, 0.022776, 0.408105, 0.366785, bcc
0.098757, 0.048410, 0.444861, 0.438636, bcc
0.079090, 0.067792, 0.406993, 0.402197, hcp
0.163439, 0.092327, 0.496199, 0.403310, hcp
0.080005, 0.038582, 0.436456, 0.407989, bcc
0.112896, 0.098944, 0.459453, 0.425732, hcp
0.094661, 0.074863, 0.422857, 0.429651, hcp
0.064163, 0.012815, 0.392082, 0.434487, bcc
0.124880, 0.043583, 0.423535, 0.373091, bcc
0.097168, 0.074594, 0.406906, 0.422718, hcp
0.082269, 0.086527, 0.388735, 0.429473, hcp
0.091727, 0.026674, 0.489976, 0.398607, bcc
0.083272, 0.069575, 0.498349, 0.408487, hcp
0.078296, 0.085132, 0.460436, 0.426875, hcp
0.066293, 0.031234, 0.373314, 0.413923, bcc
0.077778, 0.048512, 0.418369, 0.383929, bcc
0.076757, 0.080235, 0.416691, 0.452056, hcp
0.102463, 0.021556, 0.471078, 0.425143, bcc
0.105418, 0.089879, 0.439584, 0.428597, hcp
0.107089, 0.000749, 0.461549, 0.395691, bcc
0.114188, 0.016239, 0.457834, 0.408835, bcc
0.112666, 0.080062, 0.461975, 0.425085, hcp
0.056554, 0.039814, 0.418782, 0.403731, bcc
0.064729, 0.032522, 0.440585, 0.403279, bcc
0.108637, 0.070669, 0.431606, 0.407773, hcp
0.089549, 0.045952, 0.444971, 0.408752, bcc
0.087136, 0.095305, 0.437413, 0.415135, hcp
0.070106, 0.024576, 0.446228, 0.395928, bcc
0.079567, 0.034292, 0.464767, 0.385160, bcc
0.082507, 0.023102, 0.447001, 0.444197, bcc
0.052873, 0.035834, 0.435219, 0.367282, bcc
0.101418, 0.097919, 0.452193, 0.420620, hcp
0.089225, 0.085571, 0.405579, 0.421151, hcp
0.125351, 0.093571, 0.460194, 0.422257, hcp
0.121252, 0.078179, 0.478348, 0.424756, hcp
0.104128, 0.090720, 0.414397, 0.415262, hcp
0.097440, 0.089020, 0.444579, 0.423574, hcp
0.117943, 0.086366, 0.430071, 0.405317, hcp
0.102548, 0.079313, 0.402927, 0.409971, hcp
0.083347, 0.092815, 0.428743, 0.421993, hcp
0.111836, 0.084212, 0.457652, 0.418625, hcp
0.119731, 0.053590, 0.462833, 0.410384, hcp
0.121326, 0.086901, 0.492602, 0.421916, hcp
0.110751, 0.091121, 0.470238, 0.407913, hcp
0.116885, 0.072401, 0.470837, 0.415694, hcp
0.098041, 0.073731, 0.452630, 0.414297, hcp
0.093165, 0.090093, 0.423197, 0.416680, hcp
0.103804, 0.070428, 0.413012, 0.436614, hcp
0.122758, 0.077025, 0.443169, 0.421030, hcp
0.117808, 0.023873, 0.411547, 0.409120, bcc
0.061165, 0.074225, 0.468996, 0.399735, hcp
0.114712, 0.091541, 0.365562, 0.434242, hcp
0.113367, 0.080573, 0.445121, 0.416676, hcp
0.094333, 0.064705, 0.490730, 0.427176, hcp
0.127391, 0.082180, 0.465743, 0.439277, hcp
0.127384, 0.078897, 0.457517, 0.415738, hcp
0.109590, 0.086059, 0.455271, 0.419914, hcp
0.082879, 0.081382, 0.507178, 0.426912, hcp
0.117526, 0.074450, 0.435204, 0.421120, hcp
0.118067, 0.030650, 0.413815, 0.386794, bcc
0.124670, 0.090108, 0.431104, 0.407409, hcp
0.090522, 0.092691, 0.436679, 0.408159, hcp
0.121986, 0.065385, 0.494785, 0.411281, hcp
0.116893, 0.085517, 0.410715, 0.412108, hcp
0.069337, 0.035033, 0.454090, 0.379352, bcc
0.085551, 0.098899, 0.437596, 0.430998, hcp
0.110487, 0.093242, 0.451634, 0.413219, hcp
0.122484, 0.098603, 0.452619, 0.428690, hcp
0.082994, 0.073019, 0.443476, 0.419876, hcp
0.136778, 0.078068, 0.454050, 0.413442, hcp
0.089830, 0.080807, 0.449360, 0.410206, hcp
0.101190, 0.085956, 0.450521, 0.420983, hcp
0.101600, 0.104256, 0.491174, 0.406919, hcp
0.079749, 0.052452, 0.470912, 0.397587, bcc
0.059466, 0.039077, 0.467832, 0.431183, bcc
0.111201, 0.089021, 0.456400, 0.397864, hcp
0.053822, 0.053368, 0.399431, 0.395446, bcc
0.089744, 0.029525, 0.393758, 0.412730, bcc
0.079385, 0.080975, 0.384495, 0.416786, hcp
0.104437, 0.030470, 0.468840, 0.404600, bcc
0.065182, 0.036771, 0.440321, 0.394945, bcc
0.109864, 0.069639, 0.436873, 0.407372, hcp
0.130655, 0.079730, 0.394827, 0.401787, hcp
0.099589, 0.112929, 0.458302, 0.387551, hcp
0.119225, 0.100735, 0.445564, 0.424136, hcp
0.074548, 0.092249, 0.458307, 0.449489, hcp
0.098739, 0.041527, 0.461571, 0.435681, bcc
0.090939, 0.071121, 0.431101, 0.426064, hcp
0.106043, 0.089105, 0.466804, 0.424592, hcp
0.120359, 0.032330, 0.442724, 0.381895, bcc
0.087780, 0.082913, 0.459717, 0.428954, hcp
0.091514, 0.087473, 0.498951, 0.420172, hcp
0.105458, 0.077817, 0.454545, 0.408768, hcp
0.087775, 0.082958, 0.441666, 0.408431, hcp
0.140574, 0.081511, 0.419866, 0.439826, hcp
0.095487, 0.080181, 0.428570, 0.403771, hcp
0.130593, 0.083417, 0.427924, 0.415169, hcp
0.091253, 0.073427, 0.423956, 0.459113, hcp
0.128219, 0.093548, 0.477081, 0.417778, hcp
0.119152, 0.030887, 0.498400, 0.415177, bcc
0.112657, 0.077887, 0.401893, 0.429874, hcp
0.118824, 0.091020, 0.433142, 0.438384, hcp
0.116009, 0.092697, 0.450385, 0.423888, hcp
0.143020, 0.084266, 0.443274, 0.421149, hcp
0.093569, 0.097416, 0.472796, 0.432704, hcp
0.102621, 0.026101, 0.431839, 0.389202, bcc
0.121606, 0.087741, 0.432652, 0.414596, hcp
0.122161, 0.078796, 0.428133, 0.420174, hcp
0.086101, 0.074719, 0.484580, 0.412793, hcp
0.139409, 0.080566, 0.434335, 0.443969, hcp
0.062294, 0.050560, 0.465986, 0.410411, bcc
0.109554, 0.070691, 0.420081, 0.416988, hcp
0.081061, 0.068249, 0.410153, 0.408704, hcp
0.125503, 0.091036, 0.475552, 0.442818, hcp
0.072423, 0.091553, 0.447650, 0.429633, hcp
0.113056, 0.082442, 0.421601, 0.435697, hcp
0.083095, 0.030910, 0.433709, 0.380270, bcc
0.121950, 0.078100, 0.438420, 0.418533, hcp
0.065881, 0.091685, 0.429392, 0.431285, hcp
0.081290, 0.026858, 0.434258, 0.373933, bcc
0.079277, 0.028020, 0.381610, 0.416145, bcc
0.075334, 0.089531, 0.436536, 0.430900, hcp
0.121384, 0.076710, 0.447585, 0.427528, hcp
0.124797, 0.086914, 0.462062, 0.420099, hcp
0.075724, 0.045571, 0.424664, 0.426467, bcc
0.143548, 0.109570, 0.454621, 0.428213, hcp
0.092571, 0.038638, 0.443731, 0.437877, bcc
0.107408, 0.081163, 0.391352, 0.415112, hcp
0.090152, 0.075318, 0.425469, 0.442110, hcp
0.089061, 0.082812, 0.464038, 0.399956, hcp
0.084531, 0.044856, 0.462704, 0.411610, bcc
0.084274, 0.093392, 0.448220, 0.448217, hcp
0.127933, 0.077740, 0.458288, 0.439511, hcp
0.093439, 0.068161, 0.423289, 0.429630, hcp
0.093849, 0.090494, 0.417663, 0.415413, hcp
0.092097, 0.074668, 0.427281, 0.403741, hcp
0.111439, 0.076208, 0.468518, 0.400353, hcp
0.089214, 0.099402, 0.403102, 0.437514, hcp
0.132875, 0.103607, 0.460955, 0.450595, hcp
0.060607, 0.085458, 0.469265, 0.389570, hcp
0.157215, 0.086184, 0.481873, 0.435801, hcp
0.076270, 0.043911, 0.491225, 0.396570, bcc
0.127918, 0.086292, 0.434026, 0.394670, hcp
0.091944, 0.092353, 0.477748, 0.431637, hcp
0.071285, 0.076307, 0.450051, 0.413946, hcp
0.081038, 0.075268, 0.450326, 0.416991, hcp
0.078334, 0.025508, 0.437250, 0.412508, bcc
0.139992, 0.096252, 0.415209, 0.425092, hcp
0.118842, 0.091225, 0.455701, 0.423489, hcp
0.100235, 0.067561, 0.436558, 0.388027, hcp
0.128852, 0.071642, 0.460910, 0.446853, hcp
0.121561, 0.095431, 0.415388, 0.403854, hcp
0.116527, 0.090042, 0.483572, 0.435341, hcp
0.079184, 0.085480, 0.468763, 0.417946, hcp
0.083463, 0.097689, 0.451934, 0.440183, hcp
0.101235, 0.081747, 0.414009, 0.397163, hcp
0.098836, 0.084212, 0.449593, 0.390944, hcp
0.089327, 0.093704, 0.440152, 0.422572, hcp
0.037367, 0.048959, 0.460477, 0.390986, bcc
0.128541, 0.080470, 0.439432, 0.422960, hcp
0.095963, 0.080997, 0.451989, 0.413663, hcp
0.104118, 0.084020, 0.450945, 0.416610, hcp
0.141428, 0.072067, 0.468692, 0.402377, hcp
0.128054, 0.089861, 0.488540, 0.401621, hcp
0.093272, 0.047877, 0.442420, 0.388594, bcc
0.116001, 0.088413, 0.397823, 0.411127, hcp
0.096422, 0.025546, 0.445317, 0.421877, bcc
0.108293, 0.076794, 0.471419, 0.432751, hcp
0.101465, 0.021897, 0.479924, 0.403663, bcc
0.098462, 0.088968, 0.467712, 0.430094, hcp
0.119667, 0.091680, 0.413925, 0.420742, hcp
0.115106, 0.039054, 0.510259, 0.404878, bcc
0.056560, 0.034613, 0.492984, 0.393631, bcc
0.086393, 0.017941, 0.434809, 0.395569, bcc
0.109513, 0.080902, 0.399834, 0.456001, hcp
0.097394, 0.073599, 0.411539, 0.403840, hcp
0.096273, 0.074761, 0.416790, 0.443695, hcp
0.114753, 0.076962, 0.414639, 0.433676, hcp
0.112027, 0.082201, 0.461012, 0.424362, hcp
0.149643, 0.091474, 0.440538, 0.421567, hcp
0.052819, 0.054066, 0.399129, 0.409545, bcc
0.111531, 0.079361, 0.393106, 0.428389, hcp
0.092086, 0.034341, 0.427229, 0.394987, bcc
0.116661, 0.081239, 0.429574, 0.422061, hcp
