q4,q4h,q6,q6h,label
0.173977,0.151956,0.584324,0.47088, fcc
0.029366,0.023096,0.405773,0.363666, bcc
0.164554,0.139144,0.478869,0.522826, fcc
0.070276,0.031282,0.468618,0.407862, bcc
0.121975,0.042148,0.509645,0.416685, bcc
0.178341,0.145282,0.56298,0.485208, fcc
0.069178,0.012518,0.442884,0.396141, bcc
0.090558,0.02011,0.409055,0.42568, bcc
0.111541,0.046358,0.433819,0.390072, bcc
0.114307,0.169373,0.456208,0.484942, fcc
0.105184,0.031221,0.436809,0.425042, bcc
0.1564,0.171173,0.462238,0.47455, fcc
0.083576,0.032566,0.443555,0.410586, bcc
0.093569,0.046889,0.410135,0.400918, bcc
0.081743,0.011513,0.436577,0.422554, bcc
0.096763,0.037206,0.452135,0.38589, bcc
0.090054,0.040358,0.475362,0.410649, bcc
0.128828,0.175425,0.460781,0.489172, fcc
0.129088,0.183654,0.446037,0.494957, fcc
0.08095,0.033679,0.3935,0.43413, bcc
0.196001,0.163577,0.452067,0.500353, fcc
0.143217,0.044042,0.442167,0.44066, bcc
0.128154,0.150352,0.458732,0.471428, fcc
0.082057,0.055283,0.385299,0.422184, bcc
0.013677,0.048619,0.504145,0.432892, bcc
0.083434,0.040547,0.410026,0.40996, bcc
0.089621,0.031203,0.432229,0.42665, bcc
0.124516,0.030941,0.417345,0.38963, bcc
0.164692,0.162073,0.540205,0.509097, fcc
0.083033,0.049744,0.370124,0.394333, bcc
0.167424,0.136291,0.536996,0.487617, fcc
0.18462,0.153692,0.528567,0.517801, fcc
0.038942,0.027144,0.433076,0.411217, bcc
0.109517,0.044729,0.458496,0.426929, bcc
0.100309,0.035306,0.416789,0.443207, bcc
0.205252,0.162313,0.541095,0.4688, fcc
0.18025,0.128543,0.498789,0.502055, fcc
0.158622,0.156686,0.545875,0.500272, fcc
0.176828,0.167611,0.459114,0.5182, fcc
0.155091,0.184321,0.443898,0.516653, fcc
0.100095,0.032044,0.456015,0.399424, bcc
0.134987,0.161127,0.490314,0.479896, fcc
0.099714,0.031024,0.381041,0.413824, bcc
0.249952,0.158114,0.448976,0.481175, fcc
0.039408,0.025669,0.490506,0.3992, bcc
0.165053,0.141271,0.4305,0.504028, fcc
0.14036,0.148258,0.555083,0.513959, fcc
0.11861,0.158911,0.470997,0.507728, fcc
0.089431,0.021543,0.423523,0.382553, bcc
0.146259,0.177128,0.443099,0.503869, fcc
0.078371,0.048481,0.415647,0.410797, bcc
0.192366,0.174531,0.55738,0.475213, fcc
0.092118,0.031637,0.410506,0.392597, bcc
0.079517,0.043833,0.446929,0.39988, bcc
0.178551,0.169842,0.504859,0.465329, fcc
0.125404,0.164089,0.4827,0.483784, fcc
0.21962,0.153727,0.592259,0.495067, fcc
0.07634,0.035119,0.470424,0.410888, bcc
0.095899,0.031379,0.47606,0.421344, bcc
0.121672,0.032282,0.48783,0.3721, bcc
0.162277,0.034574,0.45141,0.426021, bcc
0.080254,0.02126,0.4707,0.425225, bcc
0.188488,0.149632,0.543058,0.512483, fcc
0.072282,0.030588,0.459191,0.413555, bcc
0.055124,0.010211,0.416891,0.440764, bcc
0.108337,0.040325,0.406063,0.366393, bcc
0.066359,0.039773,0.446184,0.405119, bcc
0.069053,0.026308,0.468097,0.407606, bcc
0.170323,0.184093,0.471588,0.497, fcc
0.21131,0.148355,0.455579,0.456658, fcc
0.218536,0.165598,0.494931,0.50129, fcc
0.173158,0.153867,0.531367,0.510462, fcc
0.146647,0.15984,0.478477,0.507092, fcc
0.09175,0.011593,0.438794,0.372614, bcc
0.090168,0.026345,0.51718,0.385292, bcc
0.148787,0.15154,0.510945,0.523926, fcc
0.11202,0.01577,0.448955,0.426981, bcc
0.136315,0.147599,0.49807,0.480562, fcc
0.122435,0.142907,0.469138,0.479774, fcc
0.148484,0.179889,0.519503,0.497228, fcc
0.077829,0.040361,0.500582,0.426888, bcc
0.191706,0.165636,0.591515,0.510826, fcc
0.195358,0.142323,0.469372,0.478321, fcc
0.158735,0.152935,0.581611,0.483645, fcc
0.179754,0.166658,0.537227,0.501866, fcc
0.120057,0.146649,0.523225,0.531685, fcc
0.162222,0.043349,0.484549,0.435963, bcc
0.059259,0.032435,0.476027,0.416351, bcc
0.098954,0.03561,0.424258,0.409169, bcc
0.16743,0.145078,0.534297,0.442873, fcc
0.190206,0.154702,0.472899,0.523748, fcc
0.096608,0.018596,0.426739,0.425792, bcc
0.220475,0.162074,0.473913,0.500647, fcc
0.134082,0.049348,0.450723,0.421177, bcc
0.087959,0.031299,0.450767,0.404745, bcc
0.172337,0.152326,0.525296,0.489026, fcc
0.148851,0.05147,0.425871,0.433621, bcc
0.187694,0.151682,0.56795,0.497626, fcc
0.096133,0.033023,0.405948,0.376008, bcc
0.122004,0.031579,0.449617,0.403468, bcc
0.147374,0.147656,0.481475,0.491256, fcc
0.151503,0.147102,0.470462,0.475762, fcc
0.115486,0.039287,0.462811,0.410818, bcc
0.237618,0.159925,0.525504,0.526914, fcc
0.161253,0.152799,0.492338,0.51315, fcc
0.187441,0.156691,0.443196,0.498896, fcc
0.204895,0.179643,0.51641,0.534316, fcc
0.152821,0.160966,0.570864,0.478833, fcc
0.094973,0.030367,0.398542,0.409049, bcc
0.187972,0.153308,0.567581,0.531565, fcc
0.100173,0.032416,0.41348,0.384901, bcc
0.183824,0.179522,0.478587,0.489677, fcc
0.09002,0.037183,0.417244,0.400015, bcc
0.172742,0.169344,0.544973,0.489774, fcc
0.080598,0.028014,0.412338,0.411112, bcc
0.252148,0.153467,0.56572,0.476549, fcc
0.080192,0.021811,0.488375,0.446618, bcc
0.075759,0.037674,0.424332,0.424871, bcc
0.080412,0.017981,0.452834,0.397401, bcc
0.05897,0.03013,0.468976,0.384084, bcc
0.072806,0.034586,0.501528,0.387362, bcc
0.174549,0.175458,0.52633,0.477488, fcc
0.148499,0.164335,0.481418,0.484743, fcc
0.047438,0.023185,0.438108,0.439189, bcc
0.080925,0.045732,0.445517,0.422664, bcc
0.120034,0.033602,0.455213,0.390179, bcc
0.091454,0.026796,0.425381,0.392855, bcc
0.124986,0.04149,0.494505,0.412814, bcc
0.073507,0.039849,0.371785,0.415542, bcc
0.101172,0.034244,0.464694,0.394273, bcc
0.0796,0.164521,0.44372,0.49739, fcc
0.120591,0.028601,0.341244,0.404719, bcc
0.136491,0.133427,0.451419,0.486029, fcc
0.078508,0.024423,0.448433,0.363505, bcc
0.117117,0.040031,0.4088,0.434689, bcc
0.21606,0.138307,0.433005,0.459396, fcc
0.068472,0.045187,0.463683,0.393912, bcc
0.1482,0.154066,0.4733,0.476297, fcc
0.130826,0.158186,0.563433,0.507272, fcc
0.056958,0.039283,0.438657,0.381282, bcc
0.179252,0.147798,0.495805,0.50082, fcc
0.191907,0.14759,0.518594,0.517329, fcc
0.12426,0.057613,0.436343,0.3826, bcc
0.063926,0.053173,0.499569,0.367461, bcc
0.053585,0.034424,0.469484,0.42059, bcc
0.167137,0.144224,0.466817,0.458438, fcc
0.081797,0.03945,0.401203,0.368399, bcc
0.106049,0.04195,0.488763,0.417729, bcc
0.186751,0.170796,0.568736,0.514564, fcc
0.204442,0.168361,0.541584,0.446388, fcc
0.191507,0.163765,0.52682,0.471892, fcc
0.207728,0.172433,0.503767,0.487086, fcc
0.159082,0.159169,0.523213,0.477941, fcc
0.093522,0.024825,0.386556,0.396127, bcc
0.15832,0.161073,0.463601,0.500183, fcc
0.084868,0.030588,0.461367,0.417028, bcc
0.089542,0.032071,0.502667,0.412399, bcc
0.102744,0.053799,0.425648,0.417543, bcc
0.157055,0.182173,0.445614,0.512272, fcc
0.212232,0.17208,0.493695,0.455683, fcc
0.152337,0.141983,0.557162,0.519773, fcc
0.117522,0.048666,0.493392,0.377349, bcc
0.17978,0.161686,0.485033,0.489558, fcc
0.06877,0.034057,0.423978,0.421755, bcc
0.10582,0.049863,0.384347,0.40418, bcc
0.140597,0.141896,0.515969,0.494416, fcc
0.116924,0.152807,0.505423,0.486229, fcc
0.155593,0.155014,0.551432,0.495745, fcc
0.116924,0.161045,0.527539,0.463916, fcc
0.138886,0.024532,0.475837,0.425598, bcc
0.144396,0.134967,0.52334,0.473305, fcc
0.166394,0.170443,0.505431,0.500478, fcc
0.174206,0.145043,0.492443,0.478709, fcc
0.109993,0.038679,0.43805,0.377379, bcc
0.181762,0.157806,0.490604,0.512563, fcc
0.106041,0.033852,0.494809,0.435294, bcc
0.086309,0.027861,0.419663,0.415463, bcc
0.099055,0.036024,0.396714,0.404742, bcc
0.206311,0.174035,0.562998,0.503436, fcc
0.059069,0.02701,0.445297,0.415398, bcc
0.195932,0.141329,0.490885,0.490791, fcc
0.146552,0.169889,0.57092,0.51865, fcc
0.196716,0.193841,0.49604,0.499308, fcc
0.101178,0.038886,0.40324,0.394157, bcc
0.168915,0.169743,0.535901,0.549689, fcc
0.093403,0.033696,0.445093,0.440513, bcc
0.145713,0.161252,0.508388,0.479738, fcc
0.102552,0.030788,0.451421,0.432487, bcc
0.085418,0.026208,0.42051,0.388933, bcc
0.175923,0.156397,0.552051,0.485629, fcc
0.232216,0.153245,0.450905,0.486055, fcc
0.168257,0.199212,0.438302,0.505665, fcc
0.155434,0.162409,0.455712,0.498941, fcc
0.101998,0.033719,0.431959,0.458336, bcc
0.116995,0.024058,0.508531,0.441095, bcc
0.112283,0.036029,0.42676,0.405523, bcc
0.066801,0.036439,0.386762,0.370968, bcc
0.124702,0.032054,0.506178,0.425117, bcc
0.192498,0.128891,0.514113,0.482927, fcc
0.095951,0.042152,0.373495,0.417725, bcc
0.171942,0.151899,0.456501,0.462929, fcc
0.190832,0.144923,0.471878,0.485651, fcc
0.166122,0.137527,0.541773,0.504249, fcc
0.1806,0.18242,0.548291,0.442221, fcc
0.235831,0.170541,0.533462,0.462901, fcc
0.19415,0.143067,0.413368,0.478799, fcc
0.050196,0.023165,0.39329,0.41709, bcc
0.079878,0.035933,0.49733,0.409976, bcc
0.147189,0.144651,0.438009,0.478955, fcc
0.192398,0.170518,0.467367,0.484856, fcc
0.137916,0.157718,0.482879,0.496678, fcc
0.168097,0.154453,0.620441,0.492241, fcc
0.1644,0.165704,0.593627,0.497632, fcc
0.080966,0.032181,0.462459,0.380182, bcc
0.090589,0.032722,0.435842,0.412708, bcc
0.108765,0.030099,0.444551,0.391849, bcc
0.122489,0.168085,0.521004,0.486686, fcc
0.082847,0.024183,0.394784,0.397517, bcc
0.097258,0.185192,0.492193,0.48186, fcc
0.070652,0.020247,0.449699,0.40579, bcc
0.157596,0.156606,0.499783,0.522328, fcc
0.061738,0.032985,0.430103,0.379642, bcc
0.04525,0.0188,0.497496,0.400301, bcc
0.13448,0.177304,0.511707,0.514988, fcc
0.15108,0.158489,0.614172,0.525885, fcc
0.163386,0.153029,0.525305,0.467164, fcc
0.147314,0.17103,0.453004,0.472443, fcc
0.107178,0.029262,0.439685,0.369812, bcc
0.194133,0.147959,0.493285,0.51219, fcc
0.092558,0.028729,0.495142,0.400955, bcc
0.154168,0.163215,0.505288,0.504953, fcc
0.196964,0.174438,0.60747,0.502108, fcc
0.211036,0.164277,0.567099,0.462126, fcc
0.123362,0.016204,0.427622,0.455481, bcc
0.10651,0.028097,0.498634,0.425798, bcc
0.122529,0.025268,0.479662,0.414406, bcc
0.067108,0.047548,0.400671,0.392693, bcc
0.202671,0.1824,0.481614,0.498541, fcc
0.009969,0.044441,0.414131,0.407401, bcc
0.125885,0.159159,0.361792,0.500537, fcc
0.151071,0.163391,0.499642,0.462016, fcc
0.086785,0.03082,0.399469,0.379466, bcc
0.069026,0.036261,0.402212,0.361459, bcc
0.116784,0.042322,0.425092,0.421779, bcc
0.194297,0.17979,0.48671,0.4603, fcc
0.075968,0.057769,0.424514,0.396995, bcc
0.059929,0.030794,0.417909,0.434773, bcc
0.130841,0.035404,0.401731,0.394573, bcc
0.153123,0.155816,0.532739,0.476789, fcc
0.240451,0.161162,0.551684,0.494994, fcc
0.107541,0.03501,0.410056,0.408032, bcc
0.190252,0.146913,0.431338,0.510573, fcc
0.087478,0.020514,0.394524,0.38501, bcc
0.129755,0.020958,0.44374,0.410692, bcc
0.128825,0.145187,0.414305,0.51331, fcc
0.081514,0.026716,0.487876,0.407797, bcc
0.089128,0.040592,0.442872,0.424768, bcc
0.193384,0.156158,0.546345,0.49761, fcc
0.185121,0.153786,0.484243,0.471641, fcc
0.062862,0.020429,0.392448,0.415763, bcc
0.140658,0.140327,0.49722,0.497517, fcc
0.057213,0.051333,0.407396,0.404122, bcc
0.097102,0.011783,0.484998,0.412534, bcc
0.100353,0.035999,0.443613,0.43777, bcc
0.135509,0.047429,0.463996,0.400718, bcc
0.108192,0.027834,0.470865,0.428419, bcc
0.077607,0.032972,0.463366,0.408251, bcc
0.207893,0.176965,0.497968,0.500459, fcc
0.103931,0.174976,0.387241,0.503223, fcc
0.104884,0.027985,0.441017,0.404737, bcc
0.163327,0.14728,0.5174,0.505945, fcc
0.113085,0.047614,0.39111,0.417381, bcc
0.106352,0.030799,0.419523,0.414901, bcc
0.151868,0.175007,0.565076,0.489424, fcc
0.134914,0.159398,0.487054,0.473482, fcc
0.205569,0.163958,0.504561,0.489666, fcc
0.139311,0.19358,0.496421,0.454074, fcc
0.06699,0.014799,0.396022,0.431713, bcc
0.162261,0.16721,0.476096,0.492786, fcc
0.109775,0.042816,0.357188,0.404418, bcc
0.090404,0.026585,0.419421,0.415857, bcc
0.129979,0.136593,0.49032,0.521021, fcc
0.126203,0.171708,0.507335,0.475346, fcc
0.152503,0.142011,0.534814,0.449458, fcc
0.047904,0.031454,0.439385,0.406188, bcc
0.074521,0.024794,0.461158,0.38069, bcc
0.094126,0.053983,0.485266,0.376957, bcc
0.115524,0.027699,0.444534,0.405838, bcc
0.048702,0.037691,0.426777,0.420457, bcc
0.201251,0.162799,0.482793,0.47758, fcc
0.055458,0.03655,0.392445,0.413835, bcc
0.171837,0.161418,0.537958,0.484383, fcc
0.138314,0.151988,0.528224,0.496005, fcc
0.170069,0.172871,0.471528,0.501687, fcc
0.162168,0.170045,0.509027,0.505521, fcc
0.120272,0.042169,0.427906,0.379471, bcc
0.176806,0.192175,0.427332,0.502211, fcc
0.079133,0.036991,0.431198,0.418323, bcc
0.176907,0.169682,0.498182,0.505414, fcc
0.098341,0.043462,0.460389,0.404065, bcc
0.118667,0.139868,0.424311,0.545307, fcc
0.103062,0.015587,0.367347,0.39338, bcc
0.078257,0.032604,0.35789,0.398111, bcc
0.061138,0.034089,0.457308,0.406537, bcc
0.037198,0.030152,0.408342,0.391653, bcc
0.055499,0.034656,0.42672,0.404152, bcc
0.186067,0.149208,0.552071,0.486331, fcc
0.019061,0.02211,0.393398,0.393458, bcc
0.098342,0.03634,0.439823,0.404979, bcc
0.071173,0.020921,0.413027,0.393999, bcc
0.167063,0.162651,0.524375,0.46291, fcc
0.087868,0.025024,0.418557,0.394677, bcc
0.184633,0.150356,0.544348,0.478971, fcc
0.066624,0.031753,0.410778,0.424941, bcc
0.133589,0.16597,0.547097,0.478759, fcc
0.153233,0.143513,0.463622,0.493662, fcc
0.086596,0.05053,0.457682,0.40351, bcc
0.058693,0.043758,0.453736,0.425091, bcc
0.091092,0.048219,0.424483,0.48134, bcc
0.175949,0.137666,0.455202,0.453579, fcc
0.053239,0.036582,0.467771,0.428913, bcc
0.158696,0.161476,0.484477,0.467037, fcc
0.046939,0.032601,0.446715,0.397985, bcc
0.086753,0.01918,0.488826,0.402178, bcc
0.069997,0.045863,0.454924,0.438632, bcc
0.097835,0.041969,0.419321,0.416103, bcc
0.097688,0.029337,0.445567,0.424562, bcc
0.172129,0.170601,0.570117,0.506519, fcc
0.167065,0.15782,0.58847,0.480902, fcc
0.193453,0.143821,0.509876,0.493336, fcc
0.218514,0.152798,0.489756,0.5049, fcc
0.155432,0.136176,0.467671,0.489231, fcc
0.129067,0.027485,0.425495,0.433306, bcc
0.102256,0.058988,0.425736,0.419553, bcc
0.149699,0.136548,0.497177,0.537736, fcc
0.239467,0.165448,0.510326,0.475532, fcc
0.190239,0.125779,0.464358,0.472955, fcc
0.07304,0.056471,0.441872,0.412489, bcc
0.158952,0.147488,0.51144,0.48492, fcc
0.158325,0.132486,0.505156,0.456607, fcc
0.148863,0.148885,0.504124,0.486928, fcc
0.249958,0.165659,0.457271,0.495232, fcc
0.044566,0.032935,0.446314,0.371085, bcc
0.120779,0.000353,0.470739,0.406161, bcc
0.15296,0.156686,0.491784,0.483873, fcc
0.170549,0.035951,0.468446,0.407886, bcc
0.113131,0.026188,0.429847,0.401794, bcc
0.055237,0.022344,0.389873,0.388443, bcc
0.081879,0.155226,0.54178,0.475494, fcc
0.077419,0.042883,0.502443,0.414017, bcc
0.170952,0.16768,0.51266,0.528586, fcc
0.193117,0.159183,0.47596,0.491461, fcc
0.133855,0.161281,0.56141,0.493766, fcc
0.075174,0.037997,0.424021,0.394331, bcc
0.151596,0.155029,0.503059,0.50111, fcc
0.074591,0.034956,0.470674,0.393331, bcc
0.069617,0.038947,0.450079,0.401324, bcc
0.179877,0.159576,0.531044,0.476386, fcc
0.045037,0.027325,0.446645,0.409682, bcc
0.171109,0.178506,0.574068,0.507244, fcc
0.203772,0.142399,0.591747,0.471912, fcc
0.095346,0.049644,0.39911,0.430528, bcc
0.088384,0.03216,0.397404,0.424988, bcc
0.165579,0.1755,0.485521,0.502434, fcc
0.078095,0.026238,0.476567,0.389821, bcc
0.187855,0.146819,0.572421,0.470836, fcc
0.09254,0.036856,0.387022,0.428911, bcc
0.101024,0.040233,0.449038,0.409351, bcc
0.075408,0.022878,0.45014,0.418202, bcc
0.095393,0.174697,0.521753,0.489935, fcc
0.172206,0.167935,0.53037,0.502521, fcc
0.107285,0.053383,0.44028,0.390869, bcc
0.110297,0.029763,0.470238,0.420674, bcc
0.10299,0.038036,0.401176,0.412741, bcc
0.152529,0.146128,0.511329,0.475883, fcc
0.159027,0.137731,0.47883,0.503875, fcc
0.129488,0.144734,0.560422,0.495282, fcc
0.134973,0.129965,0.496367,0.455848, fcc
0.126278,0.032224,0.429311,0.384591, bcc
0.062928,0.045685,0.50495,0.430115, bcc
0.124732,0.056412,0.429192,0.427195, bcc
0.215683,0.156472,0.54364,0.46843, fcc
0.089852,0.044289,0.440501,0.398604, bcc
0.125684,0.023901,0.450472,0.415818, bcc
0.153541,0.147253,0.505383,0.511942, fcc
0.085282,0.036342,0.481066,0.398011, bcc
0.136129,0.01903,0.439125,0.4138, bcc
0.036306,0.039082,0.445016,0.400699, bcc
0.14518,0.026053,0.412122,0.411383, bcc
0.174105,0.176974,0.492615,0.514589, fcc
0.174584,0.143101,0.456463,0.492286, fcc
0.189623,0.141757,0.509106,0.522547, fcc
0.058759,0.019262,0.404333,0.437999, bcc
0.046664,0.031521,0.387752,0.407634, bcc
0.072819,0.045526,0.465093,0.441086, bcc
0.10995,0.034089,0.451686,0.417397, bcc
0.117549,0.080173,0.417554,0.433581, hcp
0.180964,0.148736,0.490487,0.493464, fcc
0.12787,0.095781,0.433854,0.385821, hcp
0.098114,0.073101,0.443738,0.397285, hcp
0.095097,0.065925,0.416616,0.443963, hcp
0.161093,0.16222,0.555109,0.487902, fcc
0.108653,0.064815,0.501504,0.41489, hcp
0.122485,0.065016,0.409363,0.424827, hcp
0.203728,0.140441,0.582914,0.505169, fcc
0.091041,0.102224,0.403663,0.438606, hcp
0.117382,0.091346,0.449204,0.445212, hcp
0.095897,0.079788,0.415041,0.428208, hcp
0.100971,0.082667,0.439105,0.410255, hcp
0.138532,0.097561,0.471888,0.43611, hcp
0.177799,0.157797,0.395516,0.476539, fcc
0.089845,0.093842,0.420509,0.43519, hcp
0.144979,0.159469,0.498458,0.486239, fcc
0.23419,0.131963,0.583467,0.46823, fcc
0.161351,0.168225,0.596306,0.459236, fcc
0.097955,0.176649,0.52835,0.489829, fcc
0.100645,0.090375,0.453941,0.401127, hcp
0.173957,0.166909,0.430024,0.492927, fcc
0.160889,0.193428,0.442033,0.464646, fcc
0.079014,0.092564,0.426764,0.417931, hcp
0.088899,0.078107,0.45621,0.444142, hcp
0.134582,0.079415,0.455661,0.437371, hcp
0.137879,0.077955,0.443253,0.417734, hcp
0.076264,0.074033,0.472455,0.417296, hcp
0.19344,0.184552,0.544067,0.467893, fcc
0.123446,0.076672,0.380776,0.44881, hcp
0.162872,0.154544,0.575575,0.470106, fcc
0.111843,0.160874,0.537627,0.519429, fcc
0.123848,0.086398,0.459571,0.419232, hcp
0.195985,0.150833,0.492085,0.482861, fcc
0.161647,0.171028,0.530156,0.5018, fcc
0.153082,0.177112,0.476861,0.484139, fcc
0.18256,0.174728,0.491084,0.496381, fcc
0.110933,0.072268,0.45651,0.426238, hcp
0.242033,0.173116,0.516095,0.459766, fcc
0.079618,0.094556,0.494235,0.44339, hcp
0.120652,0.095185,0.434172,0.449256, hcp
0.120372,0.086511,0.473081,0.401776, hcp
0.113663,0.085856,0.425519,0.458382, hcp
0.148711,0.172067,0.504089,0.520463, fcc
0.128548,0.079623,0.38691,0.418172, hcp
0.185251,0.159985,0.433409,0.51995, fcc
0.184805,0.188536,0.484944,0.471894, fcc
0.126507,0.165114,0.446398,0.486373, fcc
0.191736,0.137013,0.510713,0.463993, fcc
0.185501,0.152112,0.505251,0.489604, fcc
0.103319,0.084935,0.484598,0.425838, hcp
0.175248,0.084618,0.448902,0.390133, hcp
0.078889,0.068103,0.485804,0.393992, hcp
0.152347,0.152328,0.485871,0.496591, fcc
0.109887,0.089373,0.414769,0.425501, hcp
0.150646,0.14294,0.546963,0.483457, fcc
0.113177,0.080799,0.381666,0.411589, hcp
0.067638,0.09243,0.4379,0.426778, hcp
0.089505,0.069477,0.48081,0.424832, hcp
0.120235,0.087972,0.481272,0.430173, hcp
0.182103,0.14981,0.552917,0.509166, fcc
0.117214,0.141894,0.418998,0.467404, fcc
0.133857,0.177662,0.452641,0.490599, fcc
0.130018,0.089481,0.440859,0.444508, hcp
0.217947,0.128288,0.453917,0.479959, fcc
0.10875,0.084366,0.463492,0.433084, hcp
0.135964,0.163155,0.499354,0.476125, fcc
0.200833,0.123678,0.458344,0.532868, fcc
0.176562,0.144556,0.518649,0.468582, fcc
0.128817,0.151903,0.545941,0.501397, fcc
0.13593,0.083077,0.397113,0.442216, hcp
0.096132,0.101387,0.436767,0.434936, hcp
0.148449,0.155046,0.444464,0.49103, fcc
0.133613,0.090118,0.472303,0.418531, hcp
0.119064,0.08442,0.471551,0.399815, hcp
0.154105,0.181618,0.587293,0.483661, fcc
0.138195,0.1791,0.507787,0.473016, fcc
0.106725,0.082818,0.463449,0.438392, hcp
0.155485,0.153562,0.506317,0.520934, fcc
0.082835,0.089933,0.489077,0.423958, hcp
0.15708,0.159059,0.445274,0.549216, fcc
0.151225,0.154591,0.562055,0.518726, fcc
0.124483,0.080439,0.43784,0.417252, hcp
0.08446,0.083743,0.441782,0.466001, hcp
0.18127,0.157188,0.531355,0.466986, fcc
0.231308,0.161925,0.553097,0.497069, fcc
0.128137,0.142778,0.538436,0.498945, fcc
0.175756,0.14372,0.538165,0.489663, fcc
0.161321,0.173457,0.551479,0.483218, fcc
0.096099,0.080541,0.426099,0.415361, hcp
0.10863,0.076429,0.431822,0.43439, hcp
0.17843,0.149091,0.499454,0.500806, fcc
0.150251,0.160681,0.423761,0.470294, fcc
0.137354,0.132738,0.52504,0.539271, fcc
0.129864,0.081198,0.427472,0.415376, hcp
0.133388,0.076085,0.442368,0.411428, hcp
0.166325,0.139311,0.518229,0.490302, fcc
0.100327,0.074033,0.407518,0.420721, hcp
0.096005,0.071195,0.445695,0.40801, hcp
0.185008,0.163823,0.528632,0.502013, fcc
0.143514,0.085009,0.423686,0.408257, hcp
0.115096,0.159931,0.464085,0.440507, fcc
0.100734,0.084087,0.40683,0.40114, hcp
0.096807,0.085445,0.39986,0.424329, hcp
0.10594,0.09401,0.485763,0.395649, hcp
0.184544,0.15319,0.572598,0.462633, fcc
0.150383,0.173166,0.549102,0.510143, fcc
0.167048,0.127683,0.505272,0.447856, fcc
0.099051,0.059238,0.470419,0.411853, hcp
0.109334,0.085464,0.416152,0.404045, hcp
0.135621,0.087051,0.435411,0.42786, hcp
0.100371,0.076376,0.480892,0.419991, hcp
0.156119,0.150141,0.540593,0.495475, fcc
0.073587,0.097672,0.549394,0.42632, hcp
0.147376,0.175619,0.499774,0.473266, fcc
0.157794,0.160548,0.428834,0.468928, fcc
0.1117,0.085007,0.458675,0.414692, hcp
0.175888,0.166159,0.543852,0.473879, fcc
0.097735,0.102465,0.424357,0.435908, hcp
0.216041,0.153398,0.52361,0.490232, fcc
0.231752,0.185839,0.569093,0.46056, fcc
0.115831,0.072572,0.490285,0.418973, hcp
0.101551,0.090616,0.474182,0.430356, hcp
0.158249,0.160775,0.573283,0.472277, fcc
0.157848,0.167675,0.507573,0.487281, fcc
0.100747,0.070952,0.431295,0.429501, hcp
0.117356,0.098673,0.459904,0.415997, hcp
0.188858,0.170864,0.508492,0.483529, fcc
0.091123,0.084899,0.506911,0.427862, hcp
0.135023,0.132649,0.469182,0.515456, fcc
0.107214,0.077592,0.439739,0.417888, hcp
0.125953,0.092157,0.468493,0.402918, hcp
0.100446,0.076264,0.421139,0.383061, hcp
0.190921,0.140017,0.530229,0.492304, fcc
0.097522,0.083491,0.435507,0.459293, hcp
0.113134,0.081613,0.467696,0.44218, hcp
0.180418,0.136877,0.402465,0.502945, fcc
0.121564,0.080199,0.465285,0.427213, hcp
0.118234,0.072239,0.456007,0.412232, hcp
0.125807,0.087366,0.423753,0.411427, hcp
0.126117,0.10147,0.468036,0.412757, hcp
0.130642,0.132611,0.459034,0.511833, fcc
0.103374,0.065244,0.470474,0.403279, hcp
0.094115,0.084662,0.445416,0.426767, hcp
0.15772,0.165281,0.514962,0.512976, fcc
0.084697,0.07465,0.436373,0.425447, hcp
0.148559,0.161897,0.566087,0.458073, fcc
0.130076,0.099468,0.497545,0.404781, hcp
0.113952,0.071078,0.438908,0.418182, hcp
0.075763,0.070356,0.444167,0.408101, hcp
0.160911,0.156445,0.490061,0.507959, fcc
0.142069,0.170645,0.460845,0.490747, fcc
0.114273,0.065707,0.434301,0.408866, hcp
0.205556,0.157048,0.516699,0.508123, fcc
0.200061,0.150869,0.475961,0.484158, fcc
0.102701,0.08104,0.445924,0.396463, hcp
0.106469,0.07957,0.414078,0.431472, hcp
0.095687,0.064735,0.39279,0.447915, hcp
0.132027,0.096339,0.441484,0.407361, hcp
0.116116,0.091672,0.472964,0.41753, hcp
0.167505,0.166187,0.444347,0.502617, fcc
0.115977,0.077497,0.480869,0.418161, hcp
0.155244,0.183614,0.562259,0.46629, fcc
0.176365,0.167434,0.517826,0.479351, fcc
0.073329,0.081957,0.448724,0.421669, hcp
0.23702,0.182966,0.461717,0.513933, fcc
0.076648,0.08998,0.432364,0.420192, hcp
0.184119,0.161625,0.517838,0.468705, fcc
0.100192,0.073085,0.419323,0.433581, hcp
0.108173,0.089316,0.446701,0.413343, hcp
0.15935,0.177312,0.484503,0.522801, fcc
0.112416,0.090496,0.480037,0.43082, hcp
0.08865,0.089336,0.480774,0.425805, hcp
0.119915,0.099517,0.461291,0.417514, hcp
0.085324,0.090876,0.441526,0.424023, hcp
0.130406,0.148317,0.535972,0.48607, fcc
0.095152,0.089017,0.448516,0.436949, hcp
0.136966,0.096007,0.478719,0.390635, hcp
0.113068,0.096527,0.441949,0.409925, hcp
0.089315,0.087547,0.422358,0.454109, hcp
0.102488,0.057632,0.387738,0.40682, hcp
0.154851,0.158568,0.455987,0.492347, fcc
0.176022,0.150371,0.440002,0.472784, fcc
0.181335,0.145646,0.531172,0.497041, fcc
0.175323,0.159139,0.480643,0.509662, fcc
0.10066,0.091575,0.479429,0.388377, hcp
